key	EN	中文
QuestLoc_DeathclawDeeLite_2_Question1_Choice1	We'll take care of it. If you take care of us.	我们来处理，你来照顾我们。
QuestLoc_DeathclawDeeLite_2_Question1_Choice2	Those raider scum! In a house of science?!	那帮掠夺者！在科学殿堂？！
QuestLoc_DeathclawDeeLite_2_Question1_Choice3	Don't worry. We'll take them down.	别担心。我们会搞定他们。
QuestLoc_DeathclawDeeLite_2_Question2	Ah! They finally found me… I guess you'll want to…	啊！他们终于找到我了……我想你们是要……
QuestLoc_DeathclawDeeLite_2_Question2_2	Oh, you're not raiders. What, uh... can I do for you?	哦，你不是掠夺者。嗯，有什么……我能帮你？
QuestLoc_DeathclawDeeLite_2_Question2_Answer1	Oh, sure. Just use this poison on every egg you see and kill the adults. Should be easy for you!	哦，当然。就用这种毒药喷在你看到的每个蛋上，然后杀掉成年的。对你来说应该很容易！
QuestLoc_DeathclawDeeLite_2_Question2_Answer2	Oh, dear. Sounds serious. You'll have to kill the Alphas, and use this poison on their eggs. Good luck!	哦，亲爱的。听起来很严重。你需要杀掉头头，然后用这种毒药喷在它们的蛋上。祝你好运！
QuestLoc_DeathclawDeeLite_2_Question2_Choice1	You got anything to deal with Deathclaws?	你有什么对付死爪的东西吗？
QuestLoc_DeathclawDeeLite_2_Question2_Choice2	Doctor, we've got a case of the Deathclaws.	医生，我们感染了死爪。
QuestLoc_DeathclawDeeLite_2_Soliloquy1	Anybody here? Isn't this supposed to be a bustling science hub?	有人在吗？这里不是应该是个热闹的科学中心吗？
QuestLoc_DeathclawDeeLite_2_Soliloquy1_2	I hope we can find our Deathclaw expert here…	希望我们能在这里找到我们的死爪专家……
QuestLoc_DeathclawDeeLite_3_QuestLongDesc	Now we have some Deathclaw poison. I guess we should spray the nest near the motel to get rid of the problem, rather than the motel itself.	现在我们有了死爪毒药。我想我们应该去喷洒旅馆附近的巢穴来根治问题，而不是喷旅馆本身。
QuestLoc_DeathclawDeeLite_3_QuestName	Deathicide	死爪灭除
QuestLoc_DeathclawDeeLite_3_QuestObjective1	Spray the Deathclaw nest	喷洒死爪巢穴。
QuestLoc_DeathclawDeeLite_3_QuestObjective2	Kill the adult Deathclaws (1/2)	消灭成年死爪（1/2）。
QuestLoc_DeathclawDeeLite_3_QuestObjective3	Kill the adult Deathclaws (2/2)	消灭成年死爪（2/2）。
QuestLoc_DeathclawDeeLite_3_QuestShortDesc	Spray the Deathclaw nest with poison.	用毒药喷洒死爪巢穴。
QuestLoc_DeathclawDeeLite_3_Question1	Humans. Pray, do not attack me. I do not share the violent tendancy of my brethren.	人类。请不要攻击我。我不像我的同类那样好斗。
QuestLoc_DeathclawDeeLite_3_Question1_2	I have been a voluntary prisoner here, for the sin of desiring a less violent lifestyle for my people.	因为向往和平生活，我在这里自愿成为囚犯，为我同族的罪愆受罚。
QuestLoc_DeathclawDeeLite_3_Question1_3	Now, I am free. What compelled you to this savage place?	现在，我自由了。是什么让你来到这个蛮荒之地？
QuestLoc_DeathclawDeeLite_3_Question1_Answer1	And you are here to exterminate them, no doubt. I do not begrudge you. They could not be reasoned with.	你们无疑是来消灭它们的。我不怪你。它们无法以理服之。
QuestLoc_DeathclawDeeLite_3_Question1_Answer2	Do not fret, I will not stop you. I will look for more like me, who seek peace, and likely die alone.	别担心，我不会阻止你们。我会去寻找和我一样追求和平的同类，然后大概孤独地死去。
QuestLoc_DeathclawDeeLite_3_Question1_Answer3	Ah. Humans are no different, after all. I am the last of your foes. Now perish!	啊。原来人类没什么不同。我是你最后一个敌人。现在，去死吧！
QuestLoc_DeathclawDeeLite_3_Question1_Choice1	Your, uh, brethren attacked our motel.	你的，嗯，同类袭击了我们的旅馆。
QuestLoc_DeathclawDeeLite_3_Question1_Choice2	Killing your family and poisoning your eggs?	杀你家人，毒你的蛋？
QuestLoc_DeathclawDeeLite_3_Question1_Choice3	Dealing with pests, and you're one of them!	对付害虫的，你就是其中之一！
QuestLoc_DeathclawDeeLite_3_Question2	It's the Deathclaw eggs… how should we do this?	这是死爪的蛋……我们该怎么处理？
QuestLoc_DeathclawDeeLite_3_Question2_Answer1	Surgical precision!	外科手术级别的精准！
QuestLoc_DeathclawDeeLite_3_Question2_Answer2	EXTERMINATE!!!	消灭！！！
QuestLoc_DeathclawDeeLite_3_Question2_Choice1	<Carefully spray only the eggs>	<仔细喷洒蛋>
QuestLoc_DeathclawDeeLite_3_Question2_Choice2	<Wildly spray the whole room>	<疯狂喷洒整个房间>
QuestLoc_DeathclawDeeLite_4_CombatInit1	Room please!	订房！
QuestLoc_DeathclawDeeLite_4_CombatInit2	This decor is horrible!	这装修真是难看！
QuestLoc_DeathclawDeeLite_4_CombatInit3	Hungry! Hungry!!!	饿！好饿！！！
QuestLoc_DeathclawDeeLite_4_QuestLongDesc	Apparently our anti-Deathclaw spray is like honey to feral Ghouls. Clear them out so we can get running again!	显然我们的死爪驱虫剂对狂尸鬼就像蜂蜜一样有吸引力。把他们清掉，旅馆才能重新运营！
QuestLoc_DeathclawDeeLite_4_QuestName	Ghoul Down, Boy	尸鬼，趴下！
QuestLoc_DeathclawDeeLite_4_QuestObjective1	Clear out the feral Ghouls	清除那些狂尸鬼。
QuestLoc_DeathclawDeeLite_4_QuestShortDesc	Clear feral Ghouls out of the motel so it can run again.	清除旅馆里的狂尸鬼以便重新营业。
QuestLoc_DeathclawDeeLite_4_Question1	AAAUGH NO PLEASE DON'T- oh, it's you. Wow!	啊啊啊求求你别——哦，是你。哇！
QuestLoc_DeathclawDeeLite_4_Question1_2	I have to say, Some of our clients are pretty aggressive! I want hazard pay!	不得不说，我们有些客人还挺凶的！我要额外的危险津贴！
QuestLoc_DeathclawDeeLite_4_Question1_Answer1	What?! I… well, you make a good point. Here, it's all I've got on me. Let's call it even.	什么？！我……嗯，你说得有道理。来，这是我身上所有的。两清了。
QuestLoc_DeathclawDeeLite_4_Question1_Answer2	Ugh. You're right, of course. All right, back to work, I suppose…	唉，你说得对。好吧，看来我得继续回去工作了……
QuestLoc_DeathclawDeeLite_4_Question1_Answer3	Fine! I will! … Ah, who am I kidding? I got nowhere else to go.	好！我去！……唉，我又能上哪儿呢？
QuestLoc_DeathclawDeeLite_4_Question1_Choice1	I saved you. You should pay me.	我救了你，你该付钱给我。
QuestLoc_DeathclawDeeLite_4_Question1_Choice2	What do you want? It's the wasteland.	你要什么？这可是废土。
QuestLoc_DeathclawDeeLite_4_Question1_Choice3	Nah. Go find another job if you want.	那就去别处找工作吧。
QuestLoc_DeathclawDeeLite_4_Question2	Bleehh… b… bed! Smell! NICE!	嗯……床！ 香！好！
QuestLoc_DeathclawDeeLite_4_Question2_2	Want… MATE… Aaaagh!	想……伴侣……啊啊啊！
QuestLoc_DeathclawDeeLite_4_Question2_Answer1	Nnnnaaaahh!	噶啊！
QuestLoc_DeathclawDeeLite_4_Question2_Answer2	Brrrroooooke!	没……钱……！
QuestLoc_DeathclawDeeLite_4_Question2_Choice1	You want A mate? Fine, just get out!	你想要一个伴侣？好，先出去！
QuestLoc_DeathclawDeeLite_4_Question2_Choice2	You want TO mate?! Fine, just pay up!	你想在这里找对象？！好，先交钱！
QuestLoc_DeathclawDeeLite_QuestLineName	Deathclaw Dee-Lite	死爪迪莱特
QuestLoc_DenofThieves_Conversation_1_NPCEnd_1	Deal!	成交！
QuestLoc_DenofThieves_Conversation_1_NPCEnd_2	You want to play it rough? Then let's go!	你们想硬碰硬吗？那来吧！
QuestLoc_DenofThieves_Conversation_1_NPCStart_1	Alright, alright! Don't shoot!	好吧，好吧！别开枪就行！
QuestLoc_DenofThieves_Conversation_1_NPCStart_2	Here, these are all the Caps I've got.	给你们，这些是我全部的瓶盖。
QuestLoc_DenofThieves_Conversation_1_NPCStart_3	They're yours if you let me go!	如果你们放了我的话，这些都是你们的！
QuestLoc_DenofThieves_Conversation_1_Team_1	Hand over those Caps, and you can walk out of here.	把这些瓶盖交过来，我们就让你活着走出去。
QuestLoc_DenofThieves_Conversation_1_Team_2	No deal. You're going to pay for what you did.	不行。你要为你的行为付出代价。
QuestLoc_DenofThieves_QuestLongDescription	Red Rachel is a ruthless Raider boss, and she's stolen some of your supplies. Take back what's yours, and teach that reckless rogue a lesson!	红瑞秋是一个凶残的掠夺者首领。她偷走了一些你们的物资。拿回本属于你的东西，然后给这些莽夫们一点颜色看看！
QuestLoc_DenofThieves_QuestName	Den of Thieves	深入丹恩城
QuestLoc_DenofThieves_QuestObjective_1	Reclaim the lost supplies.	追回丢失的物资。
QuestLoc_DenofThieves_QuestObjective_2	Confront the Raider Boss.	对抗掠夺者首领。
QuestLoc_DenofThieves_QuestShortDescription	Reclaim the stolen supplies from the Raiders.	追回被掠夺者窃取的物资。
QuestLoc_DetectiveCaseFiles_QuestlineName	Detective Case Files	侦探的案件档案
QuestLoc_DibsattheRedRocket_Conversation_1_NPCEnd_1	Oh well. I tried to warn you...	哦。我试图警告你……
QuestLoc_DibsattheRedRocket_Conversation_1_NPCEnd_2	Have this as a token of our appreciation.	以此表达我们的感谢。
QuestLoc_DibsattheRedRocket_Conversation_1_NPCEnd_3	Well, I guess you can have that. We don't really need it.	这个，我想你可以拿着。我们真的不需要它。
QuestLoc_DibsattheRedRocket_Conversation_1_NPCStart_1	Hold it right there, Dweller.	站住，避难所居民。
QuestLoc_DibsattheRedRocket_Conversation_1_NPCStart_2	The Brotherhood of Steel is requisitioning any tech found in this location.	钢铁兄弟会正在回收在这个位置发现的任何技术。
QuestLoc_DibsattheRedRocket_Conversation_1_NPCStart_3	For your own safety, please evacuate this area.	为了您自身的安全，请撤离本区。
QuestLoc_DibsattheRedRocket_Conversation_1_Team_1	No, I think I'll just stay and take what I want.	不，我想我会留下来带走我想要的。
QuestLoc_DibsattheRedRocket_Conversation_1_Team_2	All right, I'll just show myself out, then.	好吧，我这就自己出去。
QuestLoc_DibsattheRedRocket_Conversation_1_Team_3	Come on, can't you guys share anything here?	拜托，你们不能在这里分享什么吗？
QuestLoc_DibsattheRedRocket_QuestLongDescription	One of your Dwellers found an abandoned Red Rocket truck stop! Maybe there's some valuable junk inside...	你的一个居民发现了一辆废弃的红色火箭卡车站！也许里面有一些有价值的垃圾……
QuestLoc_DibsattheRedRocket_QuestName	Dibs at the Red Rocket	谁先到红火箭
QuestLoc_DibsattheRedRocket_QuestObjective_1	Look for valuable junk.	寻找有价值的垃圾。
QuestLoc_DibsattheRedRocket_QuestShortDescription	Look through Red Rocket for useful junk.	搜寻红火箭寻找有用的垃圾。
QuestLoc_DiplomaticMission_Conversation_1_NPCEnd_1	Very well. Here's what we have!	非常好。这是我们有的东西！
QuestLoc_DiplomaticMission_Conversation_1_NPCEnd_2	I think we can spare a few implements of destruction.	我们可以给你们一些搞破坏的道具。
QuestLoc_DiplomaticMission_Conversation_1_NPCEnd_3	I think we have something right up your alley!	我们有一些东西，可能正合你们口味！
QuestLoc_DiplomaticMission_Conversation_1_NPCStart_1	It's the diplomats from the Vault!	是来自避难所的外交家！
QuestLoc_DiplomaticMission_Conversation_1_NPCStart_2	We have a gift for you, but our settlement can only send you back with one thing.	我们有一个礼物要送给你们。但你们只能选一样。
QuestLoc_DiplomaticMission_Conversation_1_NPCStart_3	What would you like?	你们想要哪种？
QuestLoc_DiplomaticMission_Conversation_1_Team_1	Caps. Precious, precious bottlecaps.	瓶盖。宝贝又珍贵的瓶盖。
QuestLoc_DiplomaticMission_Conversation_1_Team_2	We'll take whatever weapons you have.	你们有什么武器的话就给我们吧。
QuestLoc_DiplomaticMission_Conversation_1_Team_3	Our Vault has great fashion sense. We want more outfits.	我们是个讲时尚的避难所。我们想要更多的衣服。
QuestLoc_DiplomaticMission_QuestLongDescription	A local settlement wants to make contact with our Vault! We should send some diplomats.	一个当地的定居点试图联系我们避难所！我们应该派一些外交家去。
QuestLoc_DiplomaticMission_QuestName	Diplomatic Mission!	外交任务！
QuestLoc_DiplomaticMission_QuestObjective_1	Talk to the settlers.	和定居点的居民交谈。
QuestLoc_DiplomaticMission_QuestShortDescription	Send a team in Formal Wear out to talk to a settlement.	派遣一队着装正式的居民去和安置点的代表交谈。
QuestLoc_DivideandConquer_Conversation_1_NPCEnd_1	That's *point* 22. Here, let me show you.	那是“点22”（.22口径）。且听我说。
QuestLoc_DivideandConquer_Conversation_1_NPCEnd_2	...or very small values of 5. All right, you can go through.	……或5里非常小的值。好吧，你可以过去了。
QuestLoc_DivideandConquer_Conversation_1_NPCEnd_3	Okay, maybe that was a little *too* simple...	好吧，也许那有点太简单了……
QuestLoc_DivideandConquer_Conversation_1_NPCStart_1	Hold it right there, mouthbreathers!	等等，你们这些用嘴呼吸的家伙！
QuestLoc_DivideandConquer_Conversation_1_NPCStart_2	In order to continue, you must prove your math skills.	为了继续下去，你必须先证明你们的数学技能。
QuestLoc_DivideandConquer_Conversation_1_NPCStart_3	Since you guys don't look too smart, we'll start with a simple one.	既然你们看起来不太聪明，我们就从简单的开始。
